,stab_1,stab_1,stab_2,stab_2,stab_3,stab_3,stab_4,stab_4,stab_5,stab_5,Data,Data,Data,num
,0,1,0,1,0,1,0,1,0,1,0,1,2,simulation num
0,0,0,0,0,0,0,0,0,0,0,0,0,0,38677
1,0,0,0,0,0,0,0,0,0,1,0,0,0,791
2,0,0,0,0,0,1,0,0,0,0,0,0,0,488
3,0,1,0,0,0,0,0,0,0,0,0,0,0,550
4,0,0,0,0,0,0,0,0,0,0,1,0,0,321
5,0,0,0,0,1,0,1,0,1,0,0,0,0,6
6,0,0,0,0,0,0,0,1,0,0,0,0,0,515
7,1,0,0,0,0,0,0,0,0,0,0,0,0,145
8,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9,1,0,1,0,1,0,1,0,0,0,1,0,0,316
10,0,0,0,0,0,1,1,0,0,0,0,0,0,2
11,0,0,0,1,0,0,0,0,0,0,0,0,0,454
12,0,1,0,1,0,1,0,0,0,0,0,0,1,255
13,0,0,0,0,0,0,0,0,0,0,0,1,0,272
14,1,1,0,0,0,0,0,0,0,0,0,1,0,234
15,1,0,0,0,0,0,0,0,0,0,1,0,0,318
16,0,1,0,0,0,1,0,1,0,1,0,0,1,38
17,0,0,0,0,0,1,0,1,0,0,0,0,0,71
18,0,0,0,0,0,0,0,1,0,1,0,0,0,79
19,0,1,0,0,0,0,0,0,0,0,0,0,1,238
20,0,1,0,1,0,0,0,0,0,0,0,0,1,260
21,0,0,0,0,0,0,0,0,1,0,0,0,0,315
22,1,0,0,0,0,0,0,0,0,1,1,0,0,7
23,1,0,1,0,1,0,0,0,0,0,1,0,0,308
24,0,1,0,1,0,0,0,0,0,0,0,0,0,89
25,0,0,0,0,1,0,0,0,0,0,0,0,0,162
26,1,1,0,1,0,1,0,1,0,1,0,1,0,6
27,1,1,1,1,1,1,1,1,0,1,0,1,0,44
28,1,0,1,0,1,0,0,0,0,0,0,0,0,8
29,0,0,0,1,0,1,0,1,0,1,0,0,1,19
30,0,1,0,1,0,1,0,1,0,0,0,0,1,270
31,0,1,0,1,0,1,0,1,0,1,0,0,1,452
32,0,0,1,0,0,0,0,0,0,0,0,0,0,138
33,1,1,1,0,0,0,0,0,0,0,0,1,0,50
34,1,1,1,1,1,1,1,1,1,1,0,1,0,233
35,1,0,1,0,1,0,1,0,1,0,1,0,0,321
36,0,0,0,1,0,1,0,0,0,0,0,0,1,20
37,0,0,0,0,0,0,1,0,0,0,0,0,0,122
38,1,1,0,0,0,0,0,0,0,1,0,1,0,3
39,1,1,1,1,0,1,0,0,0,0,0,1,0,35
40,0,1,0,0,0,0,0,1,0,0,0,0,0,14
41,0,1,0,1,0,1,0,1,0,1,0,0,0,341
42,1,0,1,0,0,0,0,0,0,0,1,0,0,343
43,1,1,1,0,1,0,1,0,0,0,1,0,0,5
44,0,1,0,0,0,0,0,0,0,0,0,1,0,33
45,1,1,1,1,1,0,0,0,0,0,0,1,0,40
46,1,1,1,1,1,1,0,1,0,1,0,1,0,8
47,1,1,1,1,1,1,1,1,1,0,0,1,0,40
48,1,0,0,0,0,0,0,0,0,1,0,0,0,6
49,0,0,0,1,0,1,0,0,0,0,0,0,0,71
50,0,1,0,0,0,1,0,1,0,0,0,0,1,16
51,0,0,0,0,1,0,0,0,0,1,0,1,0,1
52,0,0,1,0,1,0,1,0,0,0,1,0,0,9
53,1,0,0,1,0,0,0,0,0,0,1,0,0,4
54,1,0,1,0,1,0,0,1,0,0,1,0,0,6
55,0,0,0,1,0,0,0,1,0,0,0,0,1,6
56,1,1,1,1,1,1,0,0,0,0,1,1,0,1
57,0,0,0,0,0,0,0,0,0,1,0,1,0,6
58,1,1,1,1,1,1,1,1,0,0,0,1,0,204
59,1,1,1,1,0,1,1,1,0,0,0,1,0,4
60,0,0,0,0,0,0,0,0,0,0,0,0,1,175
61,1,0,1,1,1,0,0,1,0,1,1,0,1,1
62,1,1,1,1,0,0,0,0,0,0,0,1,0,183
63,1,1,1,1,0,1,0,1,0,1,0,1,0,6
64,1,0,1,0,1,0,1,1,1,1,0,1,1,1
65,0,1,0,1,0,1,1,1,0,0,0,0,1,1
66,0,1,0,1,0,0,0,1,0,1,0,0,0,7
67,0,0,0,0,1,0,0,0,0,1,0,0,0,4
68,1,1,1,1,1,1,1,1,0,0,0,0,0,1
69,0,0,0,0,0,0,0,1,0,0,0,1,0,5
70,1,1,1,1,1,1,0,0,0,0,0,1,0,220
71,1,1,1,1,1,1,1,0,0,0,0,1,0,40
72,1,0,1,0,1,0,1,0,0,0,0,1,1,3
73,1,1,1,0,0,0,0,0,0,0,1,0,0,3
74,0,1,0,1,0,0,0,0,0,1,0,0,0,4
75,0,0,0,0,0,0,0,0,1,0,0,0,1,1
76,1,1,1,1,1,1,1,1,0,1,0,1,1,2
77,0,0,0,1,0,1,0,1,0,0,0,0,1,22
78,1,1,1,1,1,1,0,0,0,1,0,1,0,6
79,0,0,1,0,0,0,0,0,0,0,1,0,0,13
80,1,0,0,0,0,0,1,0,0,0,0,0,0,2
81,0,0,0,0,0,1,0,1,0,1,0,0,0,18
82,0,1,0,0,0,1,0,0,0,0,0,0,1,32
83,1,1,1,1,1,1,0,1,0,0,0,1,0,39
84,0,1,0,0,0,1,0,1,0,1,0,0,0,3
85,1,1,1,1,1,0,0,1,0,0,0,1,0,2
86,0,1,0,1,0,1,0,1,1,1,0,0,0,2
87,0,0,0,0,0,0,0,1,0,1,0,0,1,9
88,1,1,0,1,1,1,1,1,1,1,0,1,0,4
89,1,0,1,0,0,0,1,0,1,0,1,0,0,7
90,0,1,0,1,0,0,0,1,0,0,0,0,1,22
91,1,0,1,0,0,1,0,1,0,0,0,1,1,2
92,0,1,0,0,0,0,0,0,0,0,0,1,1,4
93,0,1,0,1,0,1,0,1,1,0,0,0,1,2
94,0,0,1,1,0,0,0,0,0,0,0,0,0,3
95,0,1,0,1,1,0,1,0,0,0,1,1,0,3
96,0,0,0,1,0,0,0,1,0,0,0,0,0,5
97,1,1,1,1,1,1,1,0,0,0,1,0,1,4
98,0,0,0,1,0,0,0,0,0,1,0,0,1,10
99,1,0,1,1,0,0,0,0,0,0,1,0,0,6
100,1,0,0,0,0,0,0,0,0,0,0,1,0,46
101,1,1,0,1,0,0,0,0,0,0,0,1,0,29
102,1,1,0,1,1,1,1,0,0,0,0,1,0,1
103,1,1,1,0,1,1,0,0,0,0,1,0,0,1
104,1,1,0,0,0,0,0,0,0,0,0,0,1,2
105,0,0,0,0,1,0,1,0,0,0,0,0,0,9
106,0,1,0,0,0,0,0,1,0,1,0,0,0,1
107,1,0,1,0,0,0,0,0,0,0,0,0,0,12
108,0,0,0,0,0,0,0,1,0,0,0,0,1,4
109,0,0,0,1,0,0,0,1,0,1,0,0,1,15
110,1,1,1,1,0,0,0,0,1,0,0,1,0,4
111,1,1,0,0,1,0,0,0,0,0,0,1,1,1
112,0,0,0,0,0,0,1,0,1,0,0,0,0,8
113,1,1,1,1,1,1,0,1,0,1,1,0,1,5
114,1,0,1,0,1,0,0,1,0,1,0,1,1,3
115,1,0,1,1,1,0,1,0,1,1,0,1,1,1
116,0,0,0,0,0,1,0,0,0,1,0,0,1,6
117,0,1,0,1,0,0,0,1,0,0,0,0,0,3
118,0,1,1,0,1,0,0,1,0,0,1,1,0,1
119,1,1,1,0,1,1,1,1,1,1,0,1,0,7
120,1,0,1,0,1,0,0,0,0,1,1,0,0,6
121,0,0,0,0,0,1,0,0,1,0,0,0,0,7
122,0,1,0,1,0,1,0,1,0,0,1,0,1,2
123,1,1,0,1,0,1,0,0,0,0,0,1,1,1
124,0,1,0,1,1,1,0,1,0,1,0,0,0,2
125,0,1,0,1,0,1,0,1,0,0,0,0,0,20
126,1,1,0,1,0,1,0,0,0,1,1,0,1,2
127,0,0,0,0,0,0,0,0,0,1,1,0,0,7
128,0,0,0,0,0,0,0,0,1,0,1,0,0,3
129,0,0,0,0,0,0,0,1,0,0,1,0,0,4
130,0,1,0,0,0,0,0,1,0,1,0,0,1,18
131,1,1,1,0,1,0,0,0,1,0,0,1,0,1
132,0,1,0,1,0,1,0,1,0,1,0,1,1,8
133,1,0,0,0,0,1,0,0,0,1,0,1,0,1
134,0,0,0,0,0,1,0,0,0,0,1,0,0,6
135,0,0,0,1,0,0,0,0,1,0,0,0,0,6
136,0,0,0,0,1,0,0,0,0,0,1,0,0,3
137,0,1,0,0,0,0,0,0,1,0,0,0,0,8
138,0,1,0,1,0,0,0,1,0,1,0,0,1,31
139,1,1,1,1,0,0,0,1,0,0,0,1,0,6
140,1,0,1,1,1,1,1,1,1,1,0,1,0,11
141,1,0,1,0,1,0,1,1,1,0,1,0,0,4
142,0,0,1,0,1,0,0,0,0,0,1,0,0,10
143,1,0,1,0,1,0,0,0,1,0,1,0,0,5
144,0,0,1,1,0,0,0,0,0,0,1,0,0,1
145,1,1,1,1,1,1,0,0,0,1,0,1,1,1
146,0,1,0,0,0,1,0,0,0,0,0,0,0,4
147,1,0,1,1,1,1,1,0,1,1,1,0,1,1
148,1,0,1,0,1,0,0,1,0,0,0,1,1,2
149,0,0,0,0,0,1,0,0,0,1,0,0,0,7
150,0,1,0,1,0,0,0,0,0,0,1,0,0,1
151,0,0,0,0,1,0,1,0,0,0,1,0,0,1
152,0,1,0,0,0,1,0,1,0,0,0,0,0,2
153,0,0,1,0,1,0,1,0,1,0,0,0,0,5
154,0,0,0,0,1,1,0,0,0,0,0,0,0,3
155,0,1,0,1,0,1,0,0,0,0,0,1,1,2
156,0,0,0,1,0,0,0,0,0,0,0,0,1,20
157,0,1,1,0,0,0,0,0,1,0,0,0,1,1
158,0,1,1,1,1,1,1,1,0,0,1,1,0,5
159,1,0,0,0,0,0,0,0,0,1,0,1,0,1
160,1,0,0,0,0,0,0,1,0,0,1,0,0,5
161,1,0,0,0,0,1,0,0,0,0,1,0,0,5
162,1,0,0,0,1,0,0,0,0,0,1,0,0,7
163,1,0,1,1,1,0,1,0,0,0,1,0,0,5
164,1,0,0,0,1,0,0,0,0,1,1,0,0,1
165,1,0,0,0,1,0,0,0,1,0,1,0,0,3
166,1,0,0,0,1,0,1,0,0,0,1,0,0,3
167,1,0,0,0,1,0,1,0,1,0,1,0,0,7
168,0,0,0,0,0,0,0,0,0,0,1,1,0,2
169,1,0,0,0,0,0,0,0,0,0,1,1,0,3
170,0,1,0,1,0,0,0,0,0,1,0,0,1,24
171,0,1,0,0,0,0,0,0,0,0,1,0,1,5
172,0,1,1,1,0,1,0,0,0,0,0,1,0,1
173,1,0,1,0,0,0,0,0,0,1,1,0,0,5
174,1,0,1,0,0,0,0,0,1,0,1,0,0,5
175,1,0,1,0,0,0,0,1,0,1,1,0,0,2
176,1,0,1,0,0,0,1,0,0,0,1,0,0,6
177,0,1,0,1,0,0,0,0,0,0,0,1,0,2
178,0,0,1,1,1,1,1,1,0,1,0,0,0,1
179,1,0,1,0,0,1,0,0,0,0,1,0,0,4
180,1,0,1,1,1,1,1,1,0,0,0,1,0,5
181,1,0,0,0,0,1,0,0,0,0,0,1,1,1
182,0,1,0,0,0,0,0,1,0,0,0,0,1,11
183,1,1,0,1,1,0,0,0,0,0,0,1,0,4
184,0,0,0,1,0,0,0,1,0,1,0,0,0,3
185,0,1,1,1,1,1,1,1,1,1,0,0,0,2
186,1,0,1,0,1,0,0,1,1,0,1,0,0,1
187,1,0,1,1,1,1,1,1,0,0,0,0,0,1
188,1,1,1,1,1,0,0,0,1,0,0,1,0,1
189,0,1,1,0,0,0,0,0,0,0,1,0,0,2
190,1,0,1,0,1,0,1,0,0,1,1,0,0,9
191,1,0,0,0,0,1,0,0,0,0,0,0,0,3
192,1,0,1,0,1,0,1,1,0,0,0,1,1,2
193,0,0,0,1,0,1,0,1,0,0,0,0,0,6
194,1,1,1,1,1,1,1,0,1,0,1,0,1,2
195,0,0,0,1,0,1,0,0,0,1,0,0,1,10
196,1,0,1,1,1,0,1,0,1,0,1,0,0,3
197,0,1,0,1,0,1,0,0,0,1,0,0,1,40
198,0,0,1,1,1,1,1,1,1,1,0,0,0,2
199,1,1,1,0,1,1,0,0,0,0,0,1,0,5
200,0,0,0,0,0,1,0,1,0,0,0,0,1,8
201,0,0,0,1,0,0,0,0,0,0,1,0,0,2
202,0,1,1,0,1,0,1,0,1,0,0,0,1,1
203,0,0,0,0,0,1,0,0,0,0,0,0,1,7
204,1,0,0,1,0,0,0,0,0,0,0,0,0,3
205,1,0,1,0,1,0,1,0,1,1,1,0,0,5
206,0,0,0,1,0,0,0,0,0,1,1,0,0,1
207,1,0,1,0,1,1,1,0,0,0,1,0,0,7
208,1,0,1,0,1,1,1,0,1,0,1,0,0,3
209,1,1,1,1,1,0,1,1,0,0,0,1,0,7
210,1,0,1,1,1,1,0,0,0,0,1,0,0,1
211,1,1,1,0,1,0,0,0,0,0,1,0,0,6
212,1,1,1,0,1,0,1,0,1,0,1,0,0,4
213,1,1,1,1,0,1,0,1,0,1,1,0,0,4
214,1,1,1,1,1,1,1,1,0,1,1,0,0,6
215,0,1,1,1,1,0,0,0,0,0,0,0,0,1
216,1,1,1,1,1,0,1,1,1,1,0,1,1,1
217,0,1,0,0,0,1,0,0,0,1,0,0,1,9
218,1,1,1,1,0,1,0,1,0,0,0,1,0,2
219,0,1,0,1,0,1,0,0,0,0,0,0,0,18
220,0,0,0,0,0,0,0,0,1,0,0,1,0,4
221,1,0,1,0,1,0,1,0,1,0,0,0,0,17
222,1,1,0,0,0,0,0,0,0,1,0,0,0,1
223,1,1,1,1,0,0,0,0,0,1,0,1,0,5
224,1,1,1,0,1,0,0,0,0,0,1,0,1,2
225,0,0,0,1,0,0,0,0,0,0,0,1,0,3
226,0,1,0,1,0,1,0,0,0,0,1,0,1,4
227,0,1,0,1,0,1,0,0,0,1,0,0,0,9
228,1,1,0,1,1,1,0,1,0,1,0,1,0,1
229,0,1,1,1,1,1,1,1,1,1,1,0,0,1
230,0,0,0,0,0,0,0,0,0,1,0,0,1,14
231,0,1,0,1,0,1,1,1,0,1,0,0,0,1
232,1,0,1,0,1,1,0,0,0,0,1,0,1,1
233,1,1,0,1,0,1,0,0,0,0,1,0,1,1
234,1,1,1,1,0,0,0,0,0,0,1,0,1,4
235,1,1,1,0,0,1,0,0,0,0,0,1,0,2
236,0,1,0,1,1,1,1,1,0,0,0,0,0,2
237,1,1,1,1,0,0,0,1,0,1,1,0,1,1
238,1,1,1,1,0,1,0,0,0,0,1,0,1,5
239,1,1,1,1,0,1,1,0,0,0,1,0,1,1
240,1,1,1,1,1,0,1,0,1,0,1,0,1,4
241,1,1,1,1,1,1,1,1,0,0,1,0,1,2
242,1,1,1,1,1,1,1,1,0,1,1,0,1,5
243,1,1,1,1,1,1,1,1,1,0,1,0,1,3
244,0,0,1,0,1,0,0,0,0,1,1,0,0,1
245,0,1,0,0,1,0,1,0,1,0,1,1,0,1
246,0,1,0,1,0,0,0,1,1,0,1,1,0,1
247,0,1,0,1,0,1,0,1,0,0,1,1,0,4
248,0,1,0,1,0,1,0,0,0,0,1,1,0,2
249,0,1,0,1,0,1,0,1,0,1,1,1,0,1
250,1,0,1,1,1,0,0,0,0,0,1,0,0,1
251,0,1,0,1,0,1,0,1,1,1,1,1,0,2
252,0,1,0,1,0,1,1,0,1,0,1,1,0,4
253,0,1,0,0,0,0,0,0,0,1,0,0,1,12
254,0,1,0,1,1,1,1,1,1,1,1,1,0,1
255,0,0,0,0,0,1,0,0,0,0,0,1,0,3
256,1,1,1,0,0,0,0,0,0,0,1,1,0,1
257,1,1,1,1,1,0,0,0,0,0,1,1,0,2
258,1,1,1,1,1,1,0,1,1,1,1,1,0,2
259,0,0,1,0,1,0,0,0,1,1,1,1,1,1
260,0,0,0,0,1,1,1,1,0,0,0,0,0,1
261,0,1,0,0,0,0,0,0,0,1,0,0,0,9
262,1,0,1,1,0,0,0,0,0,0,0,1,0,5
263,1,1,0,1,0,1,0,1,0,1,0,0,0,4
264,1,1,0,1,1,1,1,1,0,0,0,1,0,6
265,1,1,1,1,0,1,0,1,0,1,1,0,1,3
266,0,1,0,1,0,1,0,1,0,0,0,1,1,3
267,1,1,1,1,1,0,0,0,0,0,1,0,1,2
268,1,0,1,0,1,1,0,0,0,0,1,0,0,4
269,0,0,0,1,1,0,0,0,0,0,0,1,0,1
270,1,0,0,1,0,0,0,0,0,0,0,1,0,1
271,1,0,0,0,1,0,0,1,0,0,0,1,1,1
272,1,1,1,1,0,1,0,1,0,1,0,0,0,1
